timestamp,title,asin,consumptionDurationMs,terminationReason,deviceType,musicTerritory,isShufflePlay,titleSetAsin,trackLengthMs,artistAsin,selectionSourceArtistAsin
2021-08-17 22:57:59 UTC,Na Sua Estante,B00TZU5XBM,0,userStop,A16ZV8BU3SN1N3,BR,false,B07GL9PDG3,222000,B000RSH5M6,
2021-08-17 22:57:56 UTC,Na Sua Estante,B00TZU5XBM,0,userStop,A16ZV8BU3SN1N3,BR,false,B07GL9PDG3,222000,B000RSH5M6,
2021-08-17 22:57:47 UTC,Equalize,B00U2TAD74,0,userStop,A16ZV8BU3SN1N3,BR,false,B01LZGFEJJ,232000,B000RSH5M6,
2021-08-17 22:50:05 UTC,Pela Luz dos Olhos Teus (Bonus Track),B073NRZWPY,66000,userStop,A16ZV8BU3SN1N3,BR,false,B088K67R8V,163000,B000VB3W76,
2021-08-17 22:48:57 UTC,Tempo Perdido,B0040MGCQ0,211000,userStop,A16ZV8BU3SN1N3,BR,false,B098WB86W5,302000,B0040N3TQU,
2021-08-17 22:48:54 UTC,Tempo Perdido,B0040MGCQ0,209000,trackScrub,A16ZV8BU3SN1N3,BR,false,B098WB86W5,302000,B0040N3TQU,
2021-08-17 22:45:37 UTC,All Star (Ao Vivo),B073RNLTG4,0,userStop,A16ZV8BU3SN1N3,BR,false,B075PZ9GJZ,242000,B000TORYNI,
2021-08-17 22:45:34 UTC,Ovelha Negra,B073M6W45K,175000,userStop,A16ZV8BU3SN1N3,BR,false,B076JGP77J,338000,B000QJHP9E,
2021-08-17 22:44:28 UTC,Ovelha Negra,B073M6W45K,109000,trackScrub,A16ZV8BU3SN1N3,BR,false,B076JGP77J,338000,B000QJHP9E,
2021-08-17 22:42:40 UTC,Já Sei Namorar (2004 Digital Remaster),B088K176BV,136000,userNext,A16ZV8BU3SN1N3,BR,false,B01LLYQ9CQ,196000,B00168STOO,
2021-08-17 22:40:22 UTC,Velha Infância (2004 Digital Remaster),B088JSYM1S,166000,userNext,A16ZV8BU3SN1N3,BR,false,B01LLYP7UQ,250000,B00168STOO,
2021-08-17 22:37:33 UTC,Sozinho (Ao Vivo),B07H564V4W,151000,userNext,A16ZV8BU3SN1N3,BR,false,B09BZPK8TV,200000,B000QJHS6E,
2021-08-17 22:35:00 UTC,Partilhar,B07B4Y2HD5,44000,userNext,A16ZV8BU3SN1N3,BR,false,B07B4Y2HD5,337000,B002CPEKX4,
2021-08-17 22:34:14 UTC,Sentimental,B073N1Y5BL,219000,userNext,A16ZV8BU3SN1N3,BR,false,B01LY4OVXT,310000,B000QK8XMQ,
2021-08-17 22:25:46 UTC,No. 1 Party Anthem,B00MAZ7VU0,243000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MQIQJEL,243000,B00122BV7Q,
2021-08-17 22:21:40 UTC,The Jeweller's Hands,B073MSKP1Y,331000,userStop,A16ZV8BU3SN1N3,BR,true,B01N41L7CB,344000,B00122BV7Q,
2021-08-17 22:16:07 UTC,Don't Sit Down 'Cause I've Moved Your Chair,B073NRTNCC,36000,userNext,A16ZV8BU3SN1N3,BR,true,B01LLVRP0E,183000,B00122BV7Q,
2021-08-17 22:15:28 UTC,Piledriver Waltz,B073NR84XW,203000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MTQ78TQ,203000,B00122BV7Q,
2021-08-17 22:12:02 UTC,Dance Little Liar,B073N17G9L,263000,userNext,A16ZV8BU3SN1N3,BR,true,B01N1FZ8DB,283000,B00122BV7Q,
2021-08-17 22:07:36 UTC,From The Ritz To The Rubble,B073MRVYKH,193000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01NA6D6J7,193000,B00122BV7Q,
2021-08-17 22:04:21 UTC,One For The Road,B00MAZ7T2A,206000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LVTHCHD,206000,B00122BV7Q,
2021-08-17 22:00:52 UTC,Knee Socks,B00MAZ808C,257000,trackFinished,A16ZV8BU3SN1N3,BR,true,B078G79JQB,257000,B00122BV7Q,
2021-08-17 21:17:50 UTC,Knee Socks,B00MAZ808C,28000,userStop,A16ZV8BU3SN1N3,BR,true,B078G79JQB,257000,B00122BV7Q,
2021-08-17 21:17:20 UTC,D is for Dangerous,B073MVQQD5,2000,userNext,A16ZV8BU3SN1N3,BR,true,B01N532EZH,138000,B00122BV7Q,
2021-08-17 21:17:16 UTC,Black Treacle,B073NQTD3P,201000,userNext,A16ZV8BU3SN1N3,BR,true,B01N65O4JE,217000,B00122BV7Q,
2021-08-17 21:13:53 UTC,R U Mine?,B00MAZ7S94,179000,userNext,A16ZV8BU3SN1N3,BR,true,B077W8GHCT,201000,B00122BV7Q,
2021-08-17 21:10:51 UTC,The View From The Afternoon,B073MRQRD7,202000,userStop,A16ZV8BU3SN1N3,BR,true,B01LLVL7H6,222000,B00122BV7Q,
2021-08-17 21:07:22 UTC,I Bet You Look Good On The Dancefloor,B073MQZHN6,0,userStop,A16ZV8BU3SN1N3,BR,true,B01MRL5079,173000,B00122BV7Q,
2021-08-17 21:07:19 UTC,Too Much To Ask,B073MTTXC4,159000,userStop,A16ZV8BU3SN1N3,BR,true,B01N0EJXN7,183000,B00122BV7Q,
2021-08-17 20:55:10 UTC,Too Much To Ask,B073MTTXC4,3000,userStop,A16ZV8BU3SN1N3,BR,true,B01N0EJXN7,183000,B00122BV7Q,
2021-08-17 20:55:05 UTC,One Point Perspective,B07BYSJ7DS,189000,userNext,A16ZV8BU3SN1N3,BR,true,B07F8GPJT9,208000,B00122BV7Q,
2021-08-17 20:51:54 UTC,When The Sun Goes Down,B073MTD4TV,202000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLUVXEE,202000,B00122BV7Q,
2021-08-17 20:48:29 UTC,Only Ones Who Know,B073MZPBK6,21000,userNext,A16ZV8BU3SN1N3,BR,true,B01MSQT1CX,184000,B00122BV7Q,
2021-08-17 20:48:06 UTC,Batphone,B07BYWSYZ1,271000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07F8HHZ51,271000,B00122BV7Q,
2021-08-17 20:43:33 UTC,Old Yellow Bricks,B073MRJ5TX,159000,userNext,A16ZV8BU3SN1N3,BR,true,B01N45EAAO,193000,B00122BV7Q,
2021-08-17 20:40:51 UTC,Do Me a Favour,B073N221Z3,209000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MXQ14JH,209000,B00122BV7Q,
2021-08-17 20:37:08 UTC,Arabella,B00MAZ7TW0,207000,trackFinished,A16ZV8BU3SN1N3,BR,true,B077ZYJFD4,207000,B00122BV7Q,
2021-08-17 20:33:38 UTC,Mardy Bum,B073MT4LHF,175000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01NA6I50H,175000,B00122BV7Q,
2021-08-17 20:30:40 UTC,Why'd You Only Call Me When You're High?,B00MAZ7YQQ,161000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLW7XQ4,161000,B00122BV7Q,
2021-08-17 20:28:40 UTC,Why'd You Only Call Me When You're High?,B00MAZ7YQQ,45000,userStop,A16ZV8BU3SN1N3,BR,true,B01LLW7XQ4,161000,B00122BV7Q,
2021-08-17 20:28:25 UTC,Why'd You Only Call Me When You're High?,B00MAZ7YQQ,35000,userStop,A16ZV8BU3SN1N3,BR,true,B01LLW7XQ4,161000,B00122BV7Q,
2021-08-17 20:27:48 UTC,505,B073MMJ87M,204000,userStop,A16ZV8BU3SN1N3,BR,true,B01N64JC7M,253000,B00122BV7Q,
2021-08-17 20:24:21 UTC,She's Thunderstorms,B073NQZG39,15000,userStop,A16ZV8BU3SN1N3,BR,true,B01N77VPWN,234000,B00122BV7Q,
2021-08-17 20:24:04 UTC,No Buses,B00K37J100,197000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07FLKB76M,197000,B00122BV7Q,
2021-08-17 20:20:45 UTC,Star Treatment,B07CBJFG4K,331000,userNext,A16ZV8BU3SN1N3,BR,true,B07F8JXP3Y,354000,B00122BV7Q,
2021-08-17 20:15:09 UTC,I Wanna Be Yours,B00MAZ814K,183000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N5AQYXE,184000,B00122BV7Q,
2021-08-17 20:12:03 UTC,Fake Tales Of San Francisco,B073MRKP5J,177000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MQJPUMU,177000,B00122BV7Q,
2021-08-17 20:09:03 UTC,Library Pictures,B073NP78JL,1000,userNext,A16ZV8BU3SN1N3,BR,true,B01MSJZ08R,142000,B00122BV7Q,
2021-08-17 20:09:01 UTC,A Certain Romance,B073MN8HXX,9000,userNext,A16ZV8BU3SN1N3,BR,true,B01N75ZLBI,331000,B00122BV7Q,
2021-08-17 20:08:50 UTC,Fireside,B00MAZ7XWG,181000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07WYZZZCZ,181000,B00122BV7Q,
2021-08-17 20:04:51 UTC,Fireside,B00MAZ7XWG,1000,userStop,A16ZV8BU3SN1N3,BR,true,B07WYZZZCZ,181000,B00122BV7Q,
2021-08-17 20:04:49 UTC,Anyways,B07JBC82YY,38000,userStop,A16ZV8BU3SN1N3,BR,true,B07JCVMD9M,221000,B00122BV7Q,
2021-08-17 20:04:10 UTC,Teddy Picker,B073MNZNVW,165000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLY3XGG,165000,B00122BV7Q,
2021-08-17 20:01:23 UTC,Potion Approaching,B073MR7CMT,212000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01NA6F8U5,212000,B00122BV7Q,
2021-08-17 19:57:48 UTC,Secret Door,B073MSLT1S,223000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MRL4SA3,223000,B00122BV7Q,
2021-08-17 19:54:03 UTC,Crying Lightning,B073N1YC8F,224000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LVZU2B1,224000,B00122BV7Q,
2021-08-17 19:50:17 UTC,Dancing Shoes,B073MSRTHX,141000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N2GYXLO,141000,B00122BV7Q,
2021-08-17 19:47:54 UTC,Cornerstone,B073MZZ63V,197000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLZHXUC,198000,B00122BV7Q,
2021-08-17 19:44:34 UTC,Tranquility Base Hotel & Casino [Explicit],B07CBJ4SBX,87000,userStop,A16ZV8BU3SN1N3,BR,true,B07F8DN3SK,212000,B00122BV7Q,
2021-08-17 19:43:05 UTC,My Propeller,B073N1K3VY,205000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLZLR04,205000,B00122BV7Q,
2021-08-17 19:37:04 UTC,My Propeller,B073N1K3VY,136000,userStop,A16ZV8BU3SN1N3,BR,true,B01LLZLR04,205000,B00122BV7Q,
2021-08-17 19:34:46 UTC,All My Own Stunts,B073NNQBG3,232000,trackFinished,A16ZV8BU3SN1N3,BR,true,B08CB4G75D,232000,B00122BV7Q,
2021-08-17 19:30:52 UTC,The Ultracheese,B07BYVHKN3,217000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07F8FKCQC,217000,B00122BV7Q,
2021-08-17 19:26:10 UTC,The Ultracheese,B07BYVHKN3,7000,userStop,A16ZV8BU3SN1N3,BR,true,B07F8FKCQC,217000,B00122BV7Q,
2021-08-17 19:26:01 UTC,Do I Wanna Know?,B00MAZ7RAO,272000,trackFinished,A16ZV8BU3SN1N3,BR,false,B01LLW9E8E,272000,B00122BV7Q,
2021-08-17 19:21:01 UTC,Do I Wanna Know?,B00MAZ7RAO,1000,userStop,A16ZV8BU3SN1N3,BR,false,B01LLW9E8E,272000,B00122BV7Q,
2021-05-30 23:47:24 UTC,I Bet You Look Good On The Dancefloor,B073MQZHN6,1000,userStop,A16ZV8BU3SN1N3,BR,true,B01MRL5079,173000,B00122BV7Q,
2021-05-30 23:46:08 UTC,Four Out Of Five,B07BYW1TF9,176000,userStop,A16ZV8BU3SN1N3,BR,true,B07F33MQ4J,312000,B00122BV7Q,
2021-05-30 23:43:08 UTC,One Point Perspective,B07BYSJ7DS,208000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07F8GPJT9,208000,B00122BV7Q,
2021-05-30 23:39:37 UTC,No. 1 Party Anthem,B00MAZ7VU0,243000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MQIQJEL,243000,B00122BV7Q,
2021-05-30 23:35:32 UTC,Only Ones Who Know,B073MZPBK6,3000,userStop,A16ZV8BU3SN1N3,BR,true,B01MSQT1CX,184000,B00122BV7Q,
2021-05-30 23:35:28 UTC,Fake Tales Of San Francisco,B073MRKP5J,177000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MQJPUMU,177000,B00122BV7Q,
2021-05-30 23:32:28 UTC,Why'd You Only Call Me When You're High?,B00MAZ7YQQ,161000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLW7XQ4,161000,B00122BV7Q,
2021-05-30 23:29:45 UTC,Mardy Bum,B073MT4LHF,175000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01NA6I50H,175000,B00122BV7Q,
2021-05-30 23:26:48 UTC,Piledriver Waltz,B073NR84XW,203000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MTQ78TQ,203000,B00122BV7Q,
2021-05-30 23:23:22 UTC,Dancing Shoes,B073MSRTHX,141000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N2GYXLO,141000,B00122BV7Q,
2021-05-30 23:20:59 UTC,Knee Socks,B00MAZ808C,257000,trackFinished,A16ZV8BU3SN1N3,BR,true,B078G79JQB,257000,B00122BV7Q,
2021-05-30 23:16:40 UTC,Fire And The Thud,B073MPWSVX,6000,userStop,A16ZV8BU3SN1N3,BR,true,B01MYO459L,237000,B00122BV7Q,
2021-05-30 23:16:32 UTC,Fireside,B00MAZ7XWG,181000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07WYZZZCZ,181000,B00122BV7Q,
2021-05-30 23:13:29 UTC,Batphone,B07BYWSYZ1,252000,userStop,A16ZV8BU3SN1N3,BR,true,B07F8HHZ51,271000,B00122BV7Q,
2021-05-30 23:09:15 UTC,All My Own Stunts,B073NNQBG3,232000,trackFinished,A16ZV8BU3SN1N3,BR,true,B08CB4G75D,232000,B00122BV7Q,
2021-05-30 23:05:21 UTC,Tranquility Base Hotel & Casino [Explicit],B07CBJ4SBX,85000,userStop,A16ZV8BU3SN1N3,BR,true,B07F8DN3SK,212000,B00122BV7Q,
2021-05-30 23:03:55 UTC,I Wanna Be Yours,B00MAZ814K,183000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N5AQYXE,184000,B00122BV7Q,
2021-05-30 23:00:50 UTC,Suck It and See,B073NNCFL7,6000,userStop,A16ZV8BU3SN1N3,BR,true,B01MQLR590,226000,B00122BV7Q,
2021-05-30 23:00:42 UTC,Potion Approaching,B073MR7CMT,212000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01NA6F8U5,212000,B00122BV7Q,
2021-05-30 22:57:08 UTC,Do Me a Favour,B073N221Z3,209000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MXQ14JH,209000,B00122BV7Q,
2021-05-30 22:53:37 UTC,Pretty Visitors,B073MSXQ19,220000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N1FZ3HW,220000,B00122BV7Q,
2021-05-30 22:49:55 UTC,Cornerstone,B073MZZ63V,197000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLZHXUC,198000,B00122BV7Q,
2021-05-30 22:46:35 UTC,Crying Lightning,B073N1YC8F,224000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LVZU2B1,224000,B00122BV7Q,
2021-05-30 22:43:23 UTC,Crying Lightning,B073N1YC8F,45000,userStop,A16ZV8BU3SN1N3,BR,true,B01LVZU2B1,224000,B00122BV7Q,
2021-05-30 22:42:36 UTC,Star Treatment,B07CBJFG4K,311000,userStop,A16ZV8BU3SN1N3,BR,true,B07F8JXP3Y,354000,B00122BV7Q,
2021-05-30 22:37:24 UTC,The Jeweller's Hands,B073MSKP1Y,344000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N41L7CB,344000,B00122BV7Q,
2021-05-30 22:31:39 UTC,Library Pictures,B073NP78JL,36000,userStop,A16ZV8BU3SN1N3,BR,true,B01MSJZ08R,142000,B00122BV7Q,
2021-05-30 22:31:02 UTC,Teddy Picker,B073MNZNVW,165000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLY3XGG,165000,B00122BV7Q,
2021-05-30 22:28:14 UTC,Secret Door,B073MSLT1S,223000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01MRL4SA3,223000,B00122BV7Q,
2021-05-30 22:24:30 UTC,Brianstorm,B073MQTBXG,172000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01N689KE6,172000,B00122BV7Q,
2021-05-30 22:21:35 UTC,Snap Out Of It,B00MAZ7ZHY,193000,trackFinished,A16ZV8BU3SN1N3,BR,true,B077ZYL1PG,193000,B00122BV7Q,
2021-05-30 22:18:20 UTC,Too Much To Ask,B073MTTXC4,155000,userStop,A16ZV8BU3SN1N3,BR,true,B01N0EJXN7,183000,B00122BV7Q,
2021-05-30 22:15:43 UTC,No Buses,B00K37J100,197000,trackFinished,A16ZV8BU3SN1N3,BR,true,B07FLKB76M,197000,B00122BV7Q,
2021-05-30 22:12:22 UTC,R U Mine?,B00MAZ7S94,201000,trackFinished,A16ZV8BU3SN1N3,BR,true,B077W8GHCT,201000,B00122BV7Q,
2021-05-30 22:08:57 UTC,Fluorescent Adolescent,B073MRVY9M,1000,userNext,A16ZV8BU3SN1N3,BR,true,B01LLUWZ32,183000,B00122BV7Q,
2021-05-30 22:08:55 UTC,From The Ritz To The Rubble,B073MRVYKH,146000,userNext,A16ZV8BU3SN1N3,BR,true,B01NA6D6J7,193000,B00122BV7Q,
2021-05-30 22:06:26 UTC,My Propeller,B073N1K3VY,205000,trackFinished,A16ZV8BU3SN1N3,BR,true,B01LLZLR04,205000,B00122BV7Q,
2021-05-30 22:02:58 UTC,Dangerous Animals,B073MRCZTP,151000,userNext,A16ZV8BU3SN1N3,BR,true,B01MXM00OP,210000,B00122BV7Q,
